sample_id,rep_id,total,alt,tissue,individual_id,sample_id_rep,study
GTEX-147JS-0126-SM-5S2TW,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-147JS-0126-SM-5S2TW.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-147JS-0126-SM-5S2TW.1.bamcount_nonref.csv.zst,Testis,GTEX-147JS,GTEX-147JS-0126-SM-5S2TW.1,GTEx_Blended_Tissue_Training
GTEX-148VJ-1126-SM-5NQBZ,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-148VJ-1126-SM-5NQBZ.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-148VJ-1126-SM-5NQBZ.1.bamcount_nonref.csv.zst,Esophagus_Muscularis,GTEX-148VJ,GTEX-148VJ-1126-SM-5NQBZ.1,GTEx_Blended_Tissue_Training
GTEX-1497J-2126-SM-5NQB8,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-1497J-2126-SM-5NQB8.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-1497J-2126-SM-5NQB8.1.bamcount_nonref.csv.zst,Esophagus_Gastroesophageal_Junction,GTEX-1497J,GTEX-1497J-2126-SM-5NQB8.1,GTEx_Blended_Tissue_Training
GTEX-14A5H-0326-SM-5RQIB,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-14A5H-0326-SM-5RQIB.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-14A5H-0326-SM-5RQIB.1.bamcount_nonref.csv.zst,Muscle_Skeletal,GTEX-14A5H,GTEX-14A5H-0326-SM-5RQIB.1,GTEx_Blended_Tissue_Training
GTEX-14A6H-0126-SM-5QGPK,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-14A6H-0126-SM-5QGPK.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-14A6H-0126-SM-5QGPK.1.bamcount_nonref.csv.zst,Skin_Sun_Exposed,GTEX-14A6H,GTEX-14A6H-0126-SM-5QGPK.1,GTEx_Blended_Tissue_Training
GTEX-14ABY-0226-SM-5TDCQ,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-14ABY-0226-SM-5TDCQ.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-14ABY-0226-SM-5TDCQ.1.bamcount_nonref.csv.zst,Skin_Sun_Exposed,GTEX-14ABY,GTEX-14ABY-0226-SM-5TDCQ.1,GTEx_Blended_Tissue_Training
GTEX-14ASI-0526-SM-5QGQP,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-14ASI-0526-SM-5QGQP.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-14ASI-0526-SM-5QGQP.1.bamcount_nonref.csv.zst,Muscle_Skeletal,GTEX-14ASI,GTEX-14ASI-0526-SM-5QGQP.1,GTEx_Blended_Tissue_Training
GTEX-14B4R-1026-SM-5TDDS,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-14B4R-1026-SM-5TDDS.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-14B4R-1026-SM-5TDDS.1.bamcount_nonref.csv.zst,Testis,GTEX-14B4R,GTEX-14B4R-1026-SM-5TDDS.1,GTEx_Blended_Tissue_Training
GTEX-14BIL-0426-SM-5SIA3,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-14BIL-0426-SM-5SIA3.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-14BIL-0426-SM-5SIA3.1.bamcount_nonref.csv.zst,Nerve_Tibial,GTEX-14BIL,GTEX-14BIL-0426-SM-5SIA3.1,GTEx_Blended_Tissue_Training
GTEX-14BIM-1226-SM-5SIBC,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-14BIM-1226-SM-5SIBC.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-14BIM-1226-SM-5SIBC.1.bamcount_nonref.csv.zst,Esophagus_Muscularis,GTEX-14BIM,GTEX-14BIM-1226-SM-5SIBC.1,GTEx_Blended_Tissue_Training
GTEX-14BIN-0826-SM-793DR,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-14BIN-0826-SM-793DR.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-14BIN-0826-SM-793DR.1.bamcount_nonref.csv.zst,Nerve_Tibial,GTEX-14BIN,GTEX-14BIN-0826-SM-793DR.1,GTEx_Blended_Tissue_Training
GTEX-14BMU-1226-SM-5S2OR,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-14BMU-1226-SM-5S2OR.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-14BMU-1226-SM-5S2OR.1.bamcount_nonref.csv.zst,Skin_Not_Sun_Exposed,GTEX-14BMU,GTEX-14BMU-1226-SM-5S2OR.1,GTEx_Blended_Tissue_Training
GTEX-14BMV-0126-SM-5S2PO,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-14BMV-0126-SM-5S2PO.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-14BMV-0126-SM-5S2PO.1.bamcount_nonref.csv.zst,Skin_Sun_Exposed,GTEX-14BMV,GTEX-14BMV-0126-SM-5S2PO.1,GTEx_Blended_Tissue_Training
GTEX-14C38-1226-SM-5S2UK,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-14C38-1226-SM-5S2UK.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-14C38-1226-SM-5S2UK.1.bamcount_nonref.csv.zst,Artery_Coronary,GTEX-14C38,GTEX-14C38-1226-SM-5S2UK.1,GTEx_Blended_Tissue_Training
GTEX-14C39-3026-SM-5S2QE,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-14C39-3026-SM-5S2QE.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-14C39-3026-SM-5S2QE.1.bamcount_nonref.csv.zst,Brain_Cerebellum,GTEX-14C39,GTEX-14C39-3026-SM-5S2QE.1,GTEx_Blended_Tissue_Training
GTEX-14C5O-3126-SM-664NK,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-14C5O-3126-SM-664NK.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-14C5O-3126-SM-664NK.1.bamcount_nonref.csv.zst,Pituitary,GTEX-14C5O,GTEX-14C5O-3126-SM-664NK.1,GTEx_Blended_Tissue_Training
GTEX-14DAQ-1626-SM-5S2R1,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-14DAQ-1626-SM-5S2R1.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-14DAQ-1626-SM-5S2R1.1.bamcount_nonref.csv.zst,Esophagus_Gastroesophageal_Junction,GTEX-14DAQ,GTEX-14DAQ-1626-SM-5S2R1.1,GTEx_Blended_Tissue_Training
GTEX-14DAR-0626-SM-664MY,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-14DAR-0626-SM-664MY.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-14DAR-0626-SM-664MY.1.bamcount_nonref.csv.zst,Esophagus_Muscularis,GTEX-14DAR,GTEX-14DAR-0626-SM-664MY.1,GTEx_Blended_Tissue_Training
GTEX-14E6C-0926-SM-5S2V9,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-14E6C-0926-SM-5S2V9.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-14E6C-0926-SM-5S2V9.1.bamcount_nonref.csv.zst,Esophagus_Muscularis,GTEX-14E6C,GTEX-14E6C-0926-SM-5S2V9.1,GTEx_Blended_Tissue_Training
GTEX-14E6E-1226-SM-5S2R5,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-14E6E-1226-SM-5S2R5.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-14E6E-1226-SM-5S2R5.1.bamcount_nonref.csv.zst,Spleen,GTEX-14E6E,GTEX-14E6E-1226-SM-5S2R5.1,GTEx_Blended_Tissue_Training
GTEX-14E7W-1426-SM-6LLJ2,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-14E7W-1426-SM-6LLJ2.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-14E7W-1426-SM-6LLJ2.1.bamcount_nonref.csv.zst,Artery_Aorta,GTEX-14E7W,GTEX-14E7W-1426-SM-6LLJ2.1,GTEx_Blended_Tissue_Training
GTEX-14H4A-1626-SM-5SI69,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-14H4A-1626-SM-5SI69.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-14H4A-1626-SM-5SI69.1.bamcount_nonref.csv.zst,Esophagus_Mucosa,GTEX-14H4A,GTEX-14H4A-1626-SM-5SI69.1,GTEx_Blended_Tissue_Training
GTEX-14JFF-0426-SM-6LLHR,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-14JFF-0426-SM-6LLHR.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-14JFF-0426-SM-6LLHR.1.bamcount_nonref.csv.zst,Nerve_Tibial,GTEX-14JFF,GTEX-14JFF-0426-SM-6LLHR.1,GTEx_Blended_Tissue_Training
GTEX-14JG6-2326-SM-6LLH3,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-14JG6-2326-SM-6LLH3.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-14JG6-2326-SM-6LLH3.1.bamcount_nonref.csv.zst,Adipose_Subcutaneous,GTEX-14JG6,GTEX-14JG6-2326-SM-6LLH3.1,GTEx_Blended_Tissue_Training
GTEX-14LLW-0526-SM-62LFB,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-14LLW-0526-SM-62LFB.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-14LLW-0526-SM-62LFB.1.bamcount_nonref.csv.zst,Muscle_Skeletal,GTEX-14LLW,GTEX-14LLW-0526-SM-62LFB.1,GTEx_Blended_Tissue_Training
GTEX-14LZ3-0011-R6a-SM-686ZO,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-14LZ3-0011-R6a-SM-686ZO.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-14LZ3-0011-R6a-SM-686ZO.1.bamcount_nonref.csv.zst,Brain_Nucleus_accumbens,GTEX-14LZ3,GTEX-14LZ3-0011-R6a-SM-686ZO.1,GTEx_Blended_Tissue_Training
GTEX-14PHX-1626-SM-69LQB,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-14PHX-1626-SM-69LQB.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-14PHX-1626-SM-69LQB.1.bamcount_nonref.csv.zst,Adipose_Visceral,GTEX-14PHX,GTEX-14PHX-1626-SM-69LQB.1,GTEx_Blended_Tissue_Training
GTEX-14PHY-0226-SM-5ZZWM,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-14PHY-0226-SM-5ZZWM.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-14PHY-0226-SM-5ZZWM.1.bamcount_nonref.csv.zst,Heart_Left_Ventricle,GTEX-14PHY,GTEX-14PHY-0226-SM-5ZZWM.1,GTEx_Blended_Tissue_Training
GTEX-14PII-0726-SM-6EU2B,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-14PII-0726-SM-6EU2B.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-14PII-0726-SM-6EU2B.1.bamcount_nonref.csv.zst,Skin_Not_Sun_Exposed,GTEX-14PII,GTEX-14PII-0726-SM-6EU2B.1,GTEx_Blended_Tissue_Training
GTEX-14PJ2-0226-SM-6LLH4,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-14PJ2-0226-SM-6LLH4.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-14PJ2-0226-SM-6LLH4.1.bamcount_nonref.csv.zst,Adipose_Subcutaneous,GTEX-14PJ2,GTEX-14PJ2-0226-SM-6LLH4.1,GTEx_Blended_Tissue_Training
GTEX-14PJ4-1026-SM-6AJ97,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-14PJ4-1026-SM-6AJ97.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-14PJ4-1026-SM-6AJ97.1.bamcount_nonref.csv.zst,Artery_Coronary,GTEX-14PJ4,GTEX-14PJ4-1026-SM-6AJ97.1,GTEx_Blended_Tissue_Training
GTEX-14PJ5-0926-SM-6LLIK,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-14PJ5-0926-SM-6LLIK.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-14PJ5-0926-SM-6LLIK.1.bamcount_nonref.csv.zst,Colon_Transverse,GTEX-14PJ5,GTEX-14PJ5-0926-SM-6LLIK.1,GTEx_Blended_Tissue_Training
GTEX-14PJ6-2226-SM-6LLIV,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-14PJ6-2226-SM-6LLIV.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-14PJ6-2226-SM-6LLIV.1.bamcount_nonref.csv.zst,Adipose_Subcutaneous,GTEX-14PJ6,GTEX-14PJ6-2226-SM-6LLIV.1,GTEx_Blended_Tissue_Training
GTEX-14PJM-2126-SM-6AJAS,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-14PJM-2126-SM-6AJAS.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-14PJM-2126-SM-6AJAS.1.bamcount_nonref.csv.zst,Pancreas,GTEX-14PJM,GTEX-14PJM-2126-SM-6AJAS.1,GTEx_Blended_Tissue_Training
GTEX-14PJN-2126-SM-6AJBM,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-14PJN-2126-SM-6AJBM.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-14PJN-2126-SM-6AJBM.1.bamcount_nonref.csv.zst,Muscle_Skeletal,GTEX-14PJN,GTEX-14PJN-2126-SM-6AJBM.1,GTEx_Blended_Tissue_Training
GTEX-14PJO-0005-SM-9JGGY,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-14PJO-0005-SM-9JGGY.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-14PJO-0005-SM-9JGGY.1.bamcount_nonref.csv.zst,Whole_Blood,GTEX-14PJO,GTEX-14PJO-0005-SM-9JGGY.1,GTEx_Blended_Tissue_Training
GTEX-14PJP-0005-SM-7P8OM,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-14PJP-0005-SM-7P8OM.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-14PJP-0005-SM-7P8OM.1.bamcount_nonref.csv.zst,Whole_Blood,GTEX-14PJP,GTEX-14PJP-0005-SM-7P8OM.1,GTEx_Blended_Tissue_Training
GTEX-14PK6-0226-SM-62LF5,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-14PK6-0226-SM-62LF5.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-14PK6-0226-SM-62LF5.1.bamcount_nonref.csv.zst,Skin_Not_Sun_Exposed,GTEX-14PK6,GTEX-14PK6-0226-SM-62LF5.1,GTEx_Blended_Tissue_Training
GTEX-14PKU-1126-SM-69LOU,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-14PKU-1126-SM-69LOU.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-14PKU-1126-SM-69LOU.1.bamcount_nonref.csv.zst,Stomach,GTEX-14PKU,GTEX-14PKU-1126-SM-69LOU.1,GTEx_Blended_Tissue_Training
GTEX-14PN3-2526-SM-6EU15,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-14PN3-2526-SM-6EU15.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-14PN3-2526-SM-6EU15.1.bamcount_nonref.csv.zst,Adipose_Subcutaneous,GTEX-14PN3,GTEX-14PN3-2526-SM-6EU15.1,GTEx_Blended_Tissue_Training
GTEX-14PN4-0126-SM-6EU2V,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-14PN4-0126-SM-6EU2V.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-14PN4-0126-SM-6EU2V.1.bamcount_nonref.csv.zst,Skin_Sun_Exposed,GTEX-14PN4,GTEX-14PN4-0126-SM-6EU2V.1,GTEx_Blended_Tissue_Training
GTEX-14PQA-0008-SM-E6CPD,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-14PQA-0008-SM-E6CPD.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-14PQA-0008-SM-E6CPD.1.bamcount_nonref.csv.zst,Cells_Cultured_fibroblasts,GTEX-14PQA,GTEX-14PQA-0008-SM-E6CPD.1,GTEx_Blended_Tissue_Training
GTEX-15CHQ-2626-SM-686YZ,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-15CHQ-2626-SM-686YZ.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-15CHQ-2626-SM-686YZ.1.bamcount_nonref.csv.zst,Colon_Sigmoid,GTEX-15CHQ,GTEX-15CHQ-2626-SM-686YZ.1,GTEx_Blended_Tissue_Training
GTEX-15CHR-0126-SM-7SB7X,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-15CHR-0126-SM-7SB7X.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-15CHR-0126-SM-7SB7X.1.bamcount_nonref.csv.zst,Artery_Aorta,GTEX-15CHR,GTEX-15CHR-0126-SM-7SB7X.1,GTEx_Blended_Tissue_Training
GTEX-15D1Q-1526-SM-686Z2,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-15D1Q-1526-SM-686Z2.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-15D1Q-1526-SM-686Z2.1.bamcount_nonref.csv.zst,Esophagus_Gastroesophageal_Junction,GTEX-15D1Q,GTEX-15D1Q-1526-SM-686Z2.1,GTEx_Blended_Tissue_Training
GTEX-15D79-0426-SM-6AJAW,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-15D79-0426-SM-6AJAW.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-15D79-0426-SM-6AJAW.1.bamcount_nonref.csv.zst,Artery_Tibial,GTEX-15D79,GTEX-15D79-0426-SM-6AJAW.1,GTEx_Blended_Tissue_Training
GTEX-15DCD-3026-SM-6PALL,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-15DCD-3026-SM-6PALL.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-15DCD-3026-SM-6PALL.1.bamcount_nonref.csv.zst,Pituitary,GTEX-15DCD,GTEX-15DCD-3026-SM-6PALL.1,GTEx_Blended_Tissue_Training
GTEX-15DCE-1626-SM-6LPJM,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-15DCE-1626-SM-6LPJM.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-15DCE-1626-SM-6LPJM.1.bamcount_nonref.csv.zst,Stomach,GTEX-15DCE,GTEX-15DCE-1626-SM-6LPJM.1,GTEx_Blended_Tissue_Training
GTEX-15DDE-1326-SM-6LLJM,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-15DDE-1326-SM-6LLJM.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-15DDE-1326-SM-6LLJM.1.bamcount_nonref.csv.zst,Artery_Aorta,GTEX-15DDE,GTEX-15DDE-1326-SM-6LLJM.1,GTEx_Blended_Tissue_Training
GTEX-15DYW-1626-SM-6LLI1,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-15DYW-1626-SM-6LLI1.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-15DYW-1626-SM-6LLI1.1.bamcount_nonref.csv.zst,Pancreas,GTEX-15DYW,GTEX-15DYW-1626-SM-6LLI1.1,GTEx_Blended_Tissue_Training
GTEX-15DZA-1126-SM-6LPK8,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-15DZA-1126-SM-6LPK8.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-15DZA-1126-SM-6LPK8.1.bamcount_nonref.csv.zst,Stomach,GTEX-15DZA,GTEX-15DZA-1126-SM-6LPK8.1,GTEx_Blended_Tissue_Training
GTEX-15EO6-2826-SM-6PANB,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-15EO6-2826-SM-6PANB.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-15EO6-2826-SM-6PANB.1.bamcount_nonref.csv.zst,Muscle_Skeletal,GTEX-15EO6,GTEX-15EO6-2826-SM-6PANB.1,GTEx_Blended_Tissue_Training
GTEX-15ER7-1026-SM-7KUMD,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-15ER7-1026-SM-7KUMD.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-15ER7-1026-SM-7KUMD.1.bamcount_nonref.csv.zst,Adipose_Visceral,GTEX-15ER7,GTEX-15ER7-1026-SM-7KUMD.1,GTEx_Blended_Tissue_Training
GTEX-15EU6-1726-SM-6M48H,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-15EU6-1726-SM-6M48H.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-15EU6-1726-SM-6M48H.1.bamcount_nonref.csv.zst,Adipose_Visceral,GTEX-15EU6,GTEX-15EU6-1726-SM-6M48H.1,GTEx_Blended_Tissue_Training
GTEX-15FZZ-1926-SM-7KFTQ,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-15FZZ-1926-SM-7KFTQ.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-15FZZ-1926-SM-7KFTQ.1.bamcount_nonref.csv.zst,Nerve_Tibial,GTEX-15FZZ,GTEX-15FZZ-1926-SM-7KFTQ.1,GTEx_Blended_Tissue_Training
GTEX-15RIE-0326-SM-6PAMC,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-15RIE-0326-SM-6PAMC.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-15RIE-0326-SM-6PAMC.1.bamcount_nonref.csv.zst,Lung,GTEX-15RIE,GTEX-15RIE-0326-SM-6PAMC.1,GTEx_Blended_Tissue_Training
GTEX-15RIF-1826-SM-6M469,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-15RIF-1826-SM-6M469.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-15RIF-1826-SM-6M469.1.bamcount_nonref.csv.zst,Testis,GTEX-15RIF,GTEX-15RIF-1826-SM-6M469.1,GTEx_Blended_Tissue_Training
GTEX-15RIG-0726-SM-7KUM7,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-15RIG-0726-SM-7KUM7.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-15RIG-0726-SM-7KUM7.1.bamcount_nonref.csv.zst,Skin_Not_Sun_Exposed,GTEX-15RIG,GTEX-15RIG-0726-SM-7KUM7.1,GTEx_Blended_Tissue_Training
GTEX-15RJ7-1726-SM-6PAL3,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-15RJ7-1726-SM-6PAL3.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-15RJ7-1726-SM-6PAL3.1.bamcount_nonref.csv.zst,Colon_Sigmoid,GTEX-15RJ7,GTEX-15RJ7-1726-SM-6PAL3.1,GTEx_Blended_Tissue_Training
GTEX-15RJE-2626-SM-7KFT1,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-15RJE-2626-SM-7KFT1.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-15RJE-2626-SM-7KFT1.1.bamcount_nonref.csv.zst,Breast_Mammary_Tissue,GTEX-15RJE,GTEX-15RJE-2626-SM-7KFT1.1,GTEx_Blended_Tissue_Training
GTEX-15SDE-0006-SM-7PC19,1,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/bigwigs/GTEX-15SDE-0006-SM-7PC19.1.all.bw,/dcl02/lieber/ajaffe/recount-pump/gtex_monorail_output/alts/GTEX-15SDE-0006-SM-7PC19.1.bamcount_nonref.csv.zst,Whole_Blood,GTEX-15SDE,GTEX-15SDE-0006-SM-7PC19.1,GTEx_Blended_Tissue_Training
